id_solicitud,id_empleado,fecha_inicio,fecha_fin,duracion_dias,fecha_solicitud,estado,motivo_rechazo,periodo_anio,mes_solicitud,dia_semana_solicitud
8840,127,2024-07-20,2024-07-28,9,2024-05-29,Aceptada,,2024,5,Wednesday
8841,88,2024-10-20,2024-11-05,17,2024-10-08,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,10,Tuesday
8842,32,2024-10-09,2024-10-22,14,2024-07-16,Aceptada,,2024,7,Tuesday
8843,118,2025-06-26,2025-07-02,7,2025-04-12,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,4,Saturday
8844,113,2025-01-27,2025-01-29,3,2024-11-27,Aceptada,,2025,11,Wednesday
8845,33,2025-05-03,2025-05-19,17,2025-03-10,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Monday
8846,108,2024-07-30,2024-08-10,12,2024-05-17,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,5,Friday
8847,94,2024-11-19,2024-11-19,1,2024-09-12,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Thursday
8848,109,2024-07-11,2024-07-13,3,2024-05-21,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Tuesday
8849,27,2025-03-14,2025-04-01,19,2025-02-25,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,2,Tuesday
8850,100,2024-09-17,2024-09-21,5,2024-08-27,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Tuesday
8851,110,2025-03-22,2025-04-07,17,2025-01-09,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,1,Thursday
8852,89,2024-07-24,2024-08-01,9,2024-06-06,Rechazada,No se cumple la antigüedad mínima de 6.0 meses.,2024,6,Thursday
8853,36,2024-08-12,2024-08-13,2,2024-08-05,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Monday
8854,117,2025-01-16,2025-01-22,7,2024-11-22,Aceptada,,2025,11,Friday
8855,35,2025-02-12,2025-02-14,3,2025-01-12,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Sunday
8856,21,2025-04-19,2025-05-07,19,2025-04-01,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,4,Tuesday
8857,51,2025-03-24,2025-03-29,6,2025-02-02,Aceptada,,2025,2,Sunday
8858,12,2024-09-06,2024-09-12,7,2024-06-17,Aceptada,,2024,6,Monday
8859,49,2025-01-23,2025-02-02,11,2024-12-09,Rechazada,Solicitud dentro del periodo de bloqueo de vacaciones.,2025,12,Monday
8860,20,2024-11-02,2024-11-03,2,2024-09-03,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Tuesday
8861,58,2024-10-19,2024-10-27,9,2024-10-01,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Tuesday
8862,130,2024-08-30,2024-09-16,18,2024-07-11,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Thursday
8863,128,2025-04-17,2025-04-21,5,2025-03-25,Aceptada,,2025,3,Tuesday
8864,74,2024-10-31,2024-10-31,1,2024-08-20,Aceptada,,2024,8,Tuesday
8865,49,2025-04-03,2025-04-12,10,2025-01-09,Rechazada,Solicitud dentro del periodo de bloqueo de vacaciones.,2025,1,Thursday
8866,94,2024-10-25,2024-11-05,12,2024-09-11,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,9,Wednesday
8867,94,2024-08-26,2024-09-07,13,2024-07-24,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,7,Wednesday
8868,110,2025-04-30,2025-05-14,15,2025-02-13,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,2,Thursday
8869,91,2025-01-27,2025-02-08,13,2025-01-11,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,1,Saturday
8870,79,2024-08-09,2024-08-13,5,2024-07-05,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Friday
8871,45,2025-03-06,2025-03-12,7,2024-12-09,Aceptada,,2025,12,Monday
8872,32,2025-04-17,2025-04-18,2,2025-02-25,Aceptada,,2025,2,Tuesday
8873,41,2025-01-23,2025-02-07,16,2024-12-08,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,12,Sunday
8874,96,2025-01-13,2025-01-30,18,2024-11-27,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,11,Wednesday
8875,97,2025-04-21,2025-05-07,17,2025-02-02,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,2,Sunday
8876,44,2024-08-29,2024-08-30,2,2024-06-02,Aceptada,,2024,6,Sunday
8877,22,2024-11-25,2024-12-14,20,2024-09-25,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2024,9,Wednesday
8878,30,2024-07-09,2024-07-28,20,2024-05-26,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Sunday
8879,111,2024-09-05,2024-09-13,9,2024-07-28,Aceptada,,2024,7,Sunday
8880,110,2025-04-10,2025-04-18,9,2025-03-08,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Saturday
8881,75,2024-12-19,2024-12-19,1,2024-11-24,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,11,Sunday
8882,63,2024-10-31,2024-11-18,19,2024-10-15,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,10,Tuesday
8883,104,2025-01-16,2025-01-29,14,2024-12-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Wednesday
8884,113,2024-07-02,2024-07-05,4,2024-04-25,Aceptada,,2024,4,Thursday
8885,121,2024-12-28,2025-01-11,15,2024-12-11,Aceptada,,2024,12,Wednesday
8886,150,2025-03-01,2025-03-11,11,2024-12-13,Aceptada,,2025,12,Friday
8887,12,2025-06-18,2025-06-18,1,2025-03-26,Aceptada,,2025,3,Wednesday
8888,133,2025-02-13,2025-02-13,1,2025-01-11,Aceptada,,2025,1,Saturday
8889,47,2024-08-19,2024-08-28,10,2024-08-02,Aceptada,,2024,8,Friday
8890,145,2025-05-11,2025-05-12,2,2025-03-20,Aceptada,,2025,3,Thursday
8891,93,2025-04-19,2025-05-01,13,2025-03-23,Aceptada,,2025,3,Sunday
8892,120,2024-06-06,2024-06-25,20,2024-05-27,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,5,Monday
8893,29,2025-02-22,2025-02-22,1,2025-01-11,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Saturday
8894,12,2024-11-09,2024-11-22,14,2024-09-08,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,9,Sunday
8895,104,2025-05-04,2025-05-18,15,2025-03-02,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,3,Sunday
8896,104,2025-05-03,2025-05-10,8,2025-04-13,Aceptada,,2025,4,Sunday
8897,43,2025-06-03,2025-06-08,6,2025-04-13,Aceptada,,2025,4,Sunday
8898,50,2024-08-23,2024-09-05,14,2024-06-12,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Wednesday
8899,143,2025-02-26,2025-03-11,14,2025-02-07,Aceptada,,2025,2,Friday
8900,125,2024-10-02,2024-10-17,16,2024-09-11,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Wednesday
8901,111,2024-08-21,2024-09-04,15,2024-07-10,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Wednesday
8902,85,2024-11-17,2024-12-02,16,2024-09-17,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Tuesday
8903,145,2025-04-11,2025-04-16,6,2025-01-15,Aceptada,,2025,1,Wednesday
8904,62,2024-07-17,2024-07-18,2,2024-06-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Tuesday
8905,140,2025-05-20,2025-06-07,19,2025-03-30,Rechazada,Duración de vacaciones excede el límite permitido de 18 días.,2025,3,Sunday
8906,36,2024-09-12,2024-09-26,15,2024-07-30,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Tuesday
8907,135,2025-01-11,2025-01-21,11,2024-10-26,Aceptada,,2025,10,Saturday
8908,56,2025-01-26,2025-01-29,4,2024-12-27,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Friday
8909,110,2024-11-10,2024-11-15,6,2024-10-18,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Friday
8910,85,2024-09-23,2024-09-28,6,2024-08-13,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Tuesday
8911,5,2024-11-15,2024-12-04,20,2024-08-19,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Monday
8912,123,2024-05-13,2024-05-22,10,2024-04-24,Aceptada,,2024,4,Wednesday
8913,52,2024-10-11,2024-10-25,15,2024-07-13,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Saturday
8914,16,2024-09-01,2024-09-05,5,2024-06-09,Aceptada,,2024,6,Sunday
8915,71,2024-08-03,2024-08-04,2,2024-06-09,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Sunday
8916,44,2024-08-13,2024-08-31,19,2024-07-17,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,7,Wednesday
8917,35,2024-08-26,2024-09-09,15,2024-06-29,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Saturday
8918,31,2025-02-12,2025-03-03,20,2025-01-28,Aceptada,,2025,1,Tuesday
8919,86,2025-02-15,2025-02-17,3,2024-12-09,Aceptada,,2025,12,Monday
8920,91,2024-10-31,2024-11-06,7,2024-09-22,Aceptada,,2024,9,Sunday
8921,119,2024-11-16,2024-11-20,5,2024-08-22,Aceptada,,2024,8,Thursday
8922,33,2024-10-16,2024-10-20,5,2024-09-26,Aceptada,,2024,9,Thursday
8923,37,2024-11-16,2024-11-22,7,2024-11-06,Aceptada,,2024,11,Wednesday
8924,54,2025-01-10,2025-01-20,11,2024-10-19,Aceptada,,2025,10,Saturday
8925,23,2024-10-17,2024-10-23,7,2024-08-27,Aceptada,,2024,8,Tuesday
8926,82,2024-11-07,2024-11-23,17,2024-09-04,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,9,Wednesday
8927,58,2024-10-06,2024-10-10,5,2024-08-13,Aceptada,,2024,8,Tuesday
8928,142,2025-02-21,2025-02-28,8,2025-01-12,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Sunday
8929,8,2024-10-02,2024-10-03,2,2024-08-23,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Friday
8930,83,2025-03-28,2025-04-06,10,2024-12-29,Aceptada,,2025,12,Sunday
8931,15,2025-01-11,2025-01-23,13,2024-11-15,Aceptada,,2025,11,Friday
8932,63,2025-06-01,2025-06-16,16,2025-03-08,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,3,Saturday
8933,5,2025-02-10,2025-02-21,12,2025-01-20,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,1,Monday
8934,76,2024-05-06,2024-05-18,13,2024-04-24,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,4,Wednesday
8935,113,2025-02-10,2025-02-27,18,2024-12-31,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,12,Tuesday
8936,30,2025-03-17,2025-03-18,2,2025-02-27,Aceptada,,2025,2,Thursday
8937,8,2024-07-30,2024-08-14,16,2024-05-30,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,5,Thursday
8938,53,2025-04-18,2025-05-05,18,2025-03-19,Aceptada,,2025,3,Wednesday
8939,84,2025-06-13,2025-06-23,11,2025-04-04,Aceptada,,2025,4,Friday
8940,49,2024-12-09,2024-12-17,9,2024-09-15,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Sunday
8941,139,2024-11-26,2024-12-07,12,2024-10-10,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,10,Thursday
8942,56,2025-03-09,2025-03-11,3,2025-01-02,Aceptada,,2025,1,Thursday
8943,7,2024-06-22,2024-06-25,4,2024-05-09,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Thursday
8944,59,2025-02-05,2025-02-16,12,2024-11-25,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,11,Monday
8945,44,2024-07-27,2024-08-12,17,2024-06-06,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,6,Thursday
8946,82,2024-11-08,2024-11-27,20,2024-08-31,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Saturday
8947,128,2024-07-16,2024-07-23,8,2024-07-03,Aceptada,,2024,7,Wednesday
8948,53,2024-10-18,2024-10-21,4,2024-10-10,Aceptada,,2024,10,Thursday
8949,126,2025-03-13,2025-03-28,16,2025-02-19,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,2,Wednesday
8950,118,2024-12-15,2025-01-02,19,2024-10-30,Aceptada,,2024,10,Wednesday
8951,117,2024-07-25,2024-07-28,4,2024-06-09,Aceptada,,2024,6,Sunday
8952,31,2024-07-17,2024-07-31,15,2024-07-02,Aceptada,,2024,7,Tuesday
8953,62,2024-12-15,2024-12-28,14,2024-10-15,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,10,Tuesday
8954,98,2024-06-30,2024-07-16,17,2024-06-12,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Wednesday
8955,50,2024-12-02,2024-12-08,7,2024-10-01,Aceptada,,2024,10,Tuesday
8956,15,2025-05-05,2025-05-15,11,2025-02-23,Aceptada,,2025,2,Sunday
8957,35,2024-08-30,2024-09-13,15,2024-07-25,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,7,Thursday
8958,2,2025-02-17,2025-03-02,14,2025-01-07,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Tuesday
8959,112,2025-06-09,2025-06-26,18,2025-03-24,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Monday
8960,42,2025-03-19,2025-04-06,19,2025-02-21,Rechazada,Duración de vacaciones excede el límite permitido de 18 días.,2025,2,Friday
8961,104,2024-11-29,2024-12-17,19,2024-10-13,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,10,Sunday
8962,100,2024-10-19,2024-10-19,1,2024-09-27,Aceptada,,2024,9,Friday
8963,2,2024-09-13,2024-09-20,8,2024-08-16,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Friday
8964,52,2024-06-18,2024-07-06,19,2024-05-27,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Monday
8965,43,2024-08-10,2024-08-20,11,2024-06-18,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,6,Tuesday
8966,130,2024-07-24,2024-08-11,19,2024-05-31,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Friday
8967,102,2024-11-07,2024-11-22,16,2024-08-16,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,8,Friday
8968,1,2024-08-02,2024-08-14,13,2024-06-18,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Tuesday
8969,47,2024-11-24,2024-11-29,6,2024-09-13,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Friday
8970,55,2025-01-10,2025-01-19,10,2024-12-13,Aceptada,,2025,12,Friday
8971,69,2024-08-27,2024-09-03,8,2024-07-19,Aceptada,,2024,7,Friday
8972,28,2025-06-08,2025-06-20,13,2025-03-13,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Thursday
8973,92,2024-11-16,2024-11-22,7,2024-10-31,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Thursday
8974,61,2025-02-22,2025-02-24,3,2024-12-11,Aceptada,,2025,12,Wednesday
8975,9,2024-11-23,2024-11-28,6,2024-10-10,Aceptada,,2024,10,Thursday
8976,4,2025-05-16,2025-05-19,4,2025-04-03,Aceptada,,2025,4,Thursday
8977,148,2024-09-04,2024-09-11,8,2024-06-26,Aceptada,,2024,6,Wednesday
8978,28,2025-05-05,2025-05-21,17,2025-04-01,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,4,Tuesday
8979,31,2025-05-11,2025-05-14,4,2025-04-11,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,4,Friday
8980,82,2025-02-16,2025-02-17,2,2024-12-01,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Sunday
8981,73,2024-11-04,2024-11-12,9,2024-10-28,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Monday
8982,93,2025-02-04,2025-02-13,10,2024-12-20,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Friday
8983,15,2025-04-21,2025-05-02,12,2025-03-22,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Saturday
8984,59,2024-12-26,2024-12-26,1,2024-10-30,Aceptada,,2024,10,Wednesday
8985,120,2025-01-27,2025-02-01,6,2024-11-06,Aceptada,,2025,11,Wednesday
8986,97,2025-04-04,2025-04-12,9,2025-03-23,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Sunday
8987,71,2024-06-16,2024-06-23,8,2024-05-22,Aceptada,,2024,5,Wednesday
8988,113,2024-10-03,2024-10-19,17,2024-09-16,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,9,Monday
8989,47,2025-01-10,2025-01-16,7,2024-12-20,Aceptada,,2025,12,Friday
8990,146,2024-09-22,2024-09-28,7,2024-06-29,Aceptada,,2024,6,Saturday
8991,71,2024-07-27,2024-08-05,10,2024-06-17,Aceptada,,2024,6,Monday
8992,37,2025-01-19,2025-02-07,20,2024-11-18,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,11,Monday
8993,28,2024-12-10,2024-12-29,20,2024-10-15,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2024,10,Tuesday
8994,52,2024-12-14,2024-12-19,6,2024-10-14,Aceptada,,2024,10,Monday
8995,37,2025-06-17,2025-06-23,7,2025-03-19,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Wednesday
8996,17,2024-10-23,2024-11-05,14,2024-08-28,Aceptada,,2024,8,Wednesday
8997,42,2025-02-08,2025-02-26,19,2024-11-30,Rechazada,Duración de vacaciones excede el límite permitido de 18 días.,2025,11,Saturday
8998,149,2024-12-15,2024-12-22,8,2024-10-01,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Tuesday
8999,95,2025-04-27,2025-05-07,11,2025-02-05,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,2,Wednesday
9000,69,2024-12-30,2025-01-05,7,2024-12-18,Aceptada,,2024,12,Wednesday
9001,36,2024-08-07,2024-08-15,9,2024-06-17,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Monday
9002,117,2024-12-09,2024-12-13,5,2024-11-20,Aceptada,,2024,11,Wednesday
9003,101,2024-10-02,2024-10-17,16,2024-08-26,Aceptada,,2024,8,Monday
9004,53,2025-01-30,2025-01-31,2,2025-01-15,Aceptada,,2025,1,Wednesday
9005,28,2025-05-14,2025-05-16,3,2025-02-25,Aceptada,,2025,2,Tuesday
9006,129,2024-08-18,2024-08-29,12,2024-06-30,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Sunday
9007,59,2025-02-27,2025-03-09,11,2025-02-05,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Wednesday
9008,21,2024-11-30,2024-12-02,3,2024-09-04,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Wednesday
9009,145,2024-08-15,2024-09-03,20,2024-05-22,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2024,5,Wednesday
9010,96,2024-08-08,2024-08-24,17,2024-05-13,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Monday
9011,5,2024-09-13,2024-09-19,7,2024-07-06,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2024,7,Saturday
9012,13,2025-04-24,2025-04-26,3,2025-01-28,Aceptada,,2025,1,Tuesday
9013,88,2024-09-09,2024-09-17,9,2024-07-08,Aceptada,,2024,7,Monday
9014,125,2025-03-30,2025-04-11,13,2025-03-20,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Thursday
9015,124,2025-03-07,2025-03-09,3,2024-12-12,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Thursday
9016,17,2025-06-03,2025-06-21,19,2025-04-11,Rechazada,Duración de vacaciones excede el límite permitido de 18 días.,2025,4,Friday
9017,107,2024-06-14,2024-06-18,5,2024-06-07,Aceptada,,2024,6,Friday
9018,88,2024-09-23,2024-10-07,15,2024-07-14,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,7,Sunday
9019,65,2024-10-04,2024-10-18,15,2024-08-31,Aceptada,,2024,8,Saturday
9020,24,2025-03-14,2025-03-31,18,2025-03-08,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Saturday
9021,109,2024-08-19,2024-09-05,18,2024-06-29,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,6,Saturday
9022,109,2024-09-26,2024-09-28,3,2024-07-19,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Friday
9023,82,2025-06-23,2025-07-08,16,2025-03-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Tuesday
9024,27,2024-12-28,2025-01-15,19,2024-12-11,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,12,Wednesday
9025,42,2024-05-17,2024-06-03,18,2024-04-26,Aceptada,,2024,4,Friday
9026,67,2024-11-14,2024-11-17,4,2024-09-05,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Thursday
9027,84,2024-11-29,2024-12-10,12,2024-10-21,Aceptada,,2024,10,Monday
9028,120,2024-09-07,2024-09-12,6,2024-06-21,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Friday
9029,147,2024-08-04,2024-08-13,10,2024-06-07,Aceptada,,2024,6,Friday
9030,80,2024-10-29,2024-11-06,9,2024-09-30,Aceptada,,2024,9,Monday
9031,10,2025-02-28,2025-03-14,15,2024-12-30,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,12,Monday
9032,7,2024-11-02,2024-11-19,18,2024-09-06,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,9,Friday
9033,6,2025-02-28,2025-03-17,18,2024-12-07,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,12,Saturday
9034,142,2024-07-02,2024-07-12,11,2024-06-24,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Monday
9035,107,2025-05-13,2025-05-21,9,2025-03-02,Aceptada,,2025,3,Sunday
9036,103,2025-02-07,2025-02-25,19,2024-12-21,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Saturday
9037,102,2025-01-11,2025-01-17,7,2025-01-04,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Saturday
9038,23,2025-01-15,2025-01-16,2,2024-12-01,Aceptada,,2025,12,Sunday
9039,145,2025-06-09,2025-06-24,16,2025-04-10,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,4,Thursday
9040,116,2025-03-17,2025-04-05,20,2025-01-08,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Wednesday
9041,59,2024-09-26,2024-09-30,5,2024-09-19,Aceptada,,2024,9,Thursday
9042,3,2024-07-09,2024-07-25,17,2024-06-27,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,6,Thursday
9043,15,2025-01-16,2025-01-17,2,2024-11-30,Aceptada,,2025,11,Saturday
9044,22,2024-11-03,2024-11-10,8,2024-09-13,Aceptada,,2024,9,Friday
9045,101,2025-02-13,2025-02-15,3,2025-01-18,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Saturday
9046,80,2024-10-06,2024-10-23,18,2024-09-25,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,9,Wednesday
9047,85,2024-10-09,2024-10-10,2,2024-07-11,Aceptada,,2024,7,Thursday
9048,34,2025-01-06,2025-01-14,9,2024-11-21,Aceptada,,2025,11,Thursday
9049,8,2024-10-20,2024-10-28,9,2024-08-30,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Friday
9050,10,2024-09-16,2024-09-20,5,2024-07-20,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Saturday
9051,78,2024-06-26,2024-06-26,1,2024-05-09,Aceptada,,2024,5,Thursday
9052,33,2025-01-16,2025-01-27,12,2024-11-13,Aceptada,,2025,11,Wednesday
9053,67,2024-05-31,2024-06-09,10,2024-04-26,Aceptada,,2024,4,Friday
9054,1,2025-06-28,2025-07-04,7,2025-04-04,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2025,4,Friday
9055,122,2025-03-05,2025-03-24,20,2024-12-05,Aceptada,,2025,12,Thursday
9056,49,2024-11-12,2024-11-24,13,2024-10-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Friday
9057,7,2025-01-02,2025-01-14,13,2024-10-06,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,10,Sunday
9058,34,2024-08-10,2024-08-23,14,2024-07-28,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,7,Sunday
9059,4,2024-09-08,2024-09-23,16,2024-08-25,Aceptada,,2024,8,Sunday
